temp,avg_report_count,primary_type
-8,1.7142857142857143,DECEPTIVE PRACTICE
-8,1.00000000000000000000,HOMICIDE
-8,1.5714285714285714,ASSAULT
-8,1.3333333333333333,PUBLIC PEACE VIOLATION
-8,2.8888888888888889,NARCOTICS
-8,3.0000000000000000,CRIMINAL DAMAGE
-8,3.7857142857142857,BATTERY
-8,2.3750000000000000,ROBBERY
-8,1.00000000000000000000,OFFENSE INVOLVING CHILDREN
-7,1.00000000000000000000,LIQUOR LAW VIOLATION
-7,1.00000000000000000000,SEX OFFENSE
-7,1.6666666666666667,CRIMINAL TRESPASS
-7,2.9166666666666667,ASSAULT
-7,2.9230769230769231,OTHER OFFENSE
-7,5.6250000000000000,BATTERY
-7,1.8000000000000000,ROBBERY
-7,1.00000000000000000000,WEAPONS VIOLATION
-7,1.9090909090909091,DECEPTIVE PRACTICE
-7,6.2000000000000000,THEFT
-7,4.6153846153846154,NARCOTICS
-7,1.00000000000000000000,PUBLIC PEACE VIOLATION
-7,1.00000000000000000000,PROSTITUTION
-7,2.7692307692307692,MOTOR VEHICLE THEFT
-7,2.0000000000000000,OFFENSE INVOLVING CHILDREN
-7,1.9166666666666667,BURGLARY
-7,3.8571428571428571,CRIMINAL DAMAGE
-6,1.00000000000000000000,PUBLIC PEACE VIOLATION
-6,2.5151515151515152,CRIMINAL DAMAGE
-6,2.1333333333333333,DECEPTIVE PRACTICE
-6,1.00000000000000000000,WEAPONS VIOLATION
-6,1.00000000000000000000,SEX OFFENSE
-6,1.00000000000000000000,OFFENSE INVOLVING CHILDREN
-6,1.00000000000000000000,CRIM SEXUAL ASSAULT
-6,1.5833333333333333,ROBBERY
-6,1.8333333333333333,PROSTITUTION
-6,3.5263157894736842,NARCOTICS
-6,4.7222222222222222,THEFT
-6,2.1304347826086957,BURGLARY
-6,5.9473684210526316,BATTERY
-6,2.3000000000000000,OTHER OFFENSE
-6,1.8000000000000000,MOTOR VEHICLE THEFT
-6,1.4000000000000000,CRIMINAL TRESPASS
-6,1.00000000000000000000,ARSON
-6,1.00000000000000000000,HOMICIDE
-6,1.7391304347826087,ASSAULT
-5,5.2800000000000000,BATTERY
-5,1.8235294117647059,ROBBERY
-5,1.9473684210526316,MOTOR VEHICLE THEFT
-5,1.00000000000000000000,LIQUOR LAW VIOLATION
-5,1.2500000000000000,WEAPONS VIOLATION
-5,4.3571428571428571,NARCOTICS
-5,1.00000000000000000000,INTERFERENCE WITH PUBLIC OFFICER
-5,1.5000000000000000,PUBLIC PEACE VIOLATION
-5,1.3157894736842105,BURGLARY
-5,1.00000000000000000000,HOMICIDE
-5,1.00000000000000000000,PROSTITUTION
-5,2.9473684210526316,OTHER OFFENSE
-5,1.8571428571428571,DECEPTIVE PRACTICE
-5,4.7619047619047619,CRIMINAL DAMAGE
-5,1.5625000000000000,ASSAULT
-5,1.8888888888888889,CRIMINAL TRESPASS
-5,1.2000000000000000,OFFENSE INVOLVING CHILDREN
-5,1.2500000000000000,CRIM SEXUAL ASSAULT
-5,3.7200000000000000,THEFT
-4,2.1818181818181818,BURGLARY
-4,1.00000000000000000000,HOMICIDE
-4,1.2000000000000000,PUBLIC PEACE VIOLATION
-4,1.00000000000000000000,WEAPONS VIOLATION
-4,1.6521739130434783,ROBBERY
-4,5.1914893617021277,BATTERY
-4,1.2500000000000000,LIQUOR LAW VIOLATION
-4,1.00000000000000000000,INTERFERENCE WITH PUBLIC OFFICER
-4,2.6216216216216216,OTHER OFFENSE
-4,3.1521739130434783,CRIMINAL DAMAGE
-4,2.3157894736842105,MOTOR VEHICLE THEFT
-4,1.00000000000000000000,ARSON
-4,1.00000000000000000000,PROSTITUTION
-4,4.1702127659574468,THEFT
-4,1.4782608695652174,CRIMINAL TRESPASS
-4,1.2500000000000000,OFFENSE INVOLVING CHILDREN
-4,1.00000000000000000000,CRIM SEXUAL ASSAULT
-4,2.2571428571428571,NARCOTICS
-4,1.00000000000000000000,SEX OFFENSE
-4,1.6551724137931034,ASSAULT
-4,1.9565217391304348,DECEPTIVE PRACTICE
-3,1.00000000000000000000,KIDNAPPING
-3,1.2727272727272727,OFFENSE INVOLVING CHILDREN
-3,4.7246376811594203,BATTERY
-3,2.1935483870967742,DECEPTIVE PRACTICE
-3,3.7000000000000000,CRIMINAL DAMAGE
-3,1.7142857142857143,ASSAULT
-3,1.00000000000000000000,LIQUOR LAW VIOLATION
-3,2.5090909090909091,OTHER OFFENSE
-3,2.2962962962962963,MOTOR VEHICLE THEFT
-3,1.00000000000000000000,SEX OFFENSE
-3,1.00000000000000000000,HOMICIDE
-3,1.5483870967741935,CRIMINAL TRESPASS
-3,1.00000000000000000000,PUBLIC PEACE VIOLATION
-3,3.9302325581395349,NARCOTICS
-3,1.7380952380952381,ROBBERY
-3,2.2307692307692308,BURGLARY
-3,4.8939393939393939,THEFT
-3,1.00000000000000000000,INTERFERENCE WITH PUBLIC OFFICER
-3,1.00000000000000000000,CRIM SEXUAL ASSAULT
-3,1.8571428571428571,PROSTITUTION
-3,1.00000000000000000000,ARSON
-3,1.00000000000000000000,STALKING
-3,1.00000000000000000000,WEAPONS VIOLATION
-2,3.9428571428571429,BATTERY
-2,1.00000000000000000000,ARSON
-2,2.2916666666666667,BURGLARY
-2,3.8405797101449275,THEFT
-2,2.0000000000000000,CRIMINAL TRESPASS
-2,1.00000000000000000000,INTERFERENCE WITH PUBLIC OFFICER
-2,1.00000000000000000000,KIDNAPPING
-2,1.00000000000000000000,INTERFERE WITH PUBLIC OFFICER
-2,3.9772727272727273,NARCOTICS
-2,1.00000000000000000000,PROSTITUTION
-2,1.7419354838709677,DECEPTIVE PRACTICE
-2,1.00000000000000000000,SEX OFFENSE
-2,1.9047619047619048,ASSAULT
-2,1.00000000000000000000,LIQUOR LAW VIOLATION
-2,1.00000000000000000000,PUBLIC PEACE VIOLATION
-2,1.2500000000000000,WEAPONS VIOLATION
-2,2.7551020408163265,OTHER OFFENSE
-2,2.0600000000000000,MOTOR VEHICLE THEFT
-2,2.8448275862068966,CRIMINAL DAMAGE
-2,1.6750000000000000,ROBBERY
-2,1.2857142857142857,OFFENSE INVOLVING CHILDREN
-2,1.00000000000000000000,INTIMIDATION
-2,1.00000000000000000000,CRIM SEXUAL ASSAULT
-2,1.00000000000000000000,STALKING
-1,2.4516129032258065,BURGLARY
-1,1.5227272727272727,CRIMINAL TRESPASS
-1,1.00000000000000000000,CRIM SEXUAL ASSAULT
-1,1.0909090909090909,SEX OFFENSE
-1,1.1333333333333333,WEAPONS VIOLATION
-1,1.00000000000000000000,LIQUOR LAW VIOLATION
-1,1.5892857142857143,ROBBERY
-1,1.00000000000000000000,ARSON
-1,1.00000000000000000000,INTERFERE WITH PUBLIC OFFICER
-1,2.0169491525423729,ASSAULT
-1,1.00000000000000000000,KIDNAPPING
-1,1.7333333333333333,DECEPTIVE PRACTICE
-1,1.5500000000000000,PROSTITUTION
-1,1.00000000000000000000,OTHER NARCOTIC VIOLATION
-1,4.3191489361702128,BATTERY
-1,1.1818181818181818,PUBLIC PEACE VIOLATION
-1,3.3536585365853659,CRIMINAL DAMAGE
-1,1.1666666666666667,OFFENSE INVOLVING CHILDREN
-1,2.5915492957746479,OTHER OFFENSE
-1,1.00000000000000000000,INTERFERENCE WITH PUBLIC OFFICER
-1,4.0983606557377049,NARCOTICS
-1,1.3333333333333333,INTIMIDATION
-1,4.7368421052631579,THEFT
-1,2.4477611940298507,MOTOR VEHICLE THEFT
0,3.5287356321839080,CRIMINAL DAMAGE
0,2.3670886075949367,OTHER OFFENSE
0,1.5000000000000000,ARSON
0,2.3289473684210526,MOTOR VEHICLE THEFT
0,2.5256410256410256,BURGLARY
0,1.7894736842105263,PROSTITUTION
0,1.1818181818181818,PUBLIC PEACE VIOLATION
0,5.2083333333333333,BATTERY
0,1.9344262295081967,ASSAULT
0,1.1363636363636364,OFFENSE INVOLVING CHILDREN
0,1.00000000000000000000,HOMICIDE
0,1.00000000000000000000,GAMBLING
0,1.00000000000000000000,INTIMIDATION
0,1.7600000000000000,ROBBERY
0,1.8518518518518519,DECEPTIVE PRACTICE
0,3.7500000000000000,NARCOTICS
0,1.00000000000000000000,KIDNAPPING
0,1.00000000000000000000,INTERFERENCE WITH PUBLIC OFFICER
0,1.7500000000000000,CRIMINAL TRESPASS
0,1.00000000000000000000,CRIM SEXUAL ASSAULT
0,1.00000000000000000000,SEX OFFENSE
0,1.00000000000000000000,STALKING
0,5.5326086956521739,THEFT
0,1.2857142857142857,LIQUOR LAW VIOLATION
0,1.2307692307692308,WEAPONS VIOLATION
1,1.00000000000000000000,CRIM SEXUAL ASSAULT
1,2.7926829268292683,OTHER OFFENSE
1,2.2207792207792208,BURGLARY
1,1.5600000000000000,ROBBERY
1,3.2736842105263158,CRIMINAL DAMAGE
1,1.00000000000000000000,KIDNAPPING
1,1.00000000000000000000,INTERFERENCE WITH PUBLIC OFFICER
1,1.8478260869565217,DECEPTIVE PRACTICE
1,1.1250000000000000,PUBLIC PEACE VIOLATION
1,1.00000000000000000000,GAMBLING
1,2.5131578947368421,MOTOR VEHICLE THEFT
1,4.2266666666666667,NARCOTICS
1,1.00000000000000000000,INTERFERE WITH PUBLIC OFFICER
1,1.0500000000000000,WEAPONS VIOLATION
1,1.7750000000000000,CRIMINAL TRESPASS
1,1.00000000000000000000,HOMICIDE
1,1.9857142857142857,ASSAULT
1,1.00000000000000000000,LIQUOR LAW VIOLATION
1,1.00000000000000000000,STALKING
1,1.2857142857142857,PROSTITUTION
1,1.00000000000000000000,ARSON
1,5.2395833333333333,THEFT
1,4.9019607843137255,BATTERY
1,1.2916666666666667,OFFENSE INVOLVING CHILDREN
1,1.00000000000000000000,SEX OFFENSE
1,1.00000000000000000000,PUBLIC INDECENCY
2,1.7340425531914894,CRIMINAL TRESPASS
2,1.00000000000000000000,STALKING
2,1.2000000000000000,WEAPONS VIOLATION
2,1.0967741935483871,OFFENSE INVOLVING CHILDREN
2,5.0123456790123457,BATTERY
2,1.00000000000000000000,LIQUOR LAW VIOLATION
2,1.1250000000000000,INTERFERENCE WITH PUBLIC OFFICER
2,4.6525423728813559,NARCOTICS
2,2.1545454545454545,BURGLARY
2,5.7894736842105263,THEFT
2,2.8455882352941176,OTHER OFFENSE
2,3.5655172413793103,CRIMINAL DAMAGE
2,1.0800000000000000,PUBLIC PEACE VIOLATION
2,1.4705882352941176,PROSTITUTION
2,1.0909090909090909,ARSON
2,2.2231404958677686,MOTOR VEHICLE THEFT
2,1.9545454545454545,ROBBERY
2,1.00000000000000000000,HOMICIDE
2,2.1071428571428571,ASSAULT
2,1.00000000000000000000,GAMBLING
2,1.00000000000000000000,INTERFERE WITH PUBLIC OFFICER
2,2.2282608695652174,DECEPTIVE PRACTICE
2,1.00000000000000000000,KIDNAPPING
2,1.1111111111111111,CRIM SEXUAL ASSAULT
2,1.2222222222222222,SEX OFFENSE
3,2.3877551020408163,MOTOR VEHICLE THEFT
3,4.7007874015748031,BATTERY
3,1.9186046511627907,ASSAULT
3,1.00000000000000000000,STALKING
3,1.1363636363636364,WEAPONS VIOLATION
3,1.6800000000000000,ROBBERY
3,2.4230769230769231,BURGLARY
3,1.2000000000000000,INTERFERENCE WITH PUBLIC OFFICER
3,1.00000000000000000000,ARSON
3,1.00000000000000000000,PUBLIC PEACE VIOLATION
3,2.7196261682242991,OTHER OFFENSE
3,1.00000000000000000000,INTERFERE WITH PUBLIC OFFICER
3,1.1000000000000000,SEX OFFENSE
3,1.00000000000000000000,INTIMIDATION
3,3.1186440677966102,CRIMINAL DAMAGE
3,1.5000000000000000,KIDNAPPING
3,6.2698412698412698,THEFT
3,1.00000000000000000000,HOMICIDE
3,1.8676470588235294,CRIMINAL TRESPASS
3,1.00000000000000000000,OFFENSES INVOLVING CHILDREN
3,2.2916666666666667,PROSTITUTION
3,1.00000000000000000000,LIQUOR LAW VIOLATION
3,1.2173913043478261,OFFENSE INVOLVING CHILDREN
3,2.4925373134328358,DECEPTIVE PRACTICE
3,4.6145833333333333,NARCOTICS
3,1.0625000000000000,CRIM SEXUAL ASSAULT
4,1.00000000000000000000,HOMICIDE
4,1.8333333333333333,ROBBERY
4,1.00000000000000000000,SEX OFFENSE
4,5.1509433962264151,NARCOTICS
4,2.2772277227722772,ASSAULT
4,1.1666666666666667,INTERFERENCE WITH PUBLIC OFFICER
4,1.3181818181818182,CRIM SEXUAL ASSAULT
4,1.2285714285714286,WEAPONS VIOLATION
4,1.00000000000000000000,STALKING
4,1.9210526315789474,PROSTITUTION
4,1.00000000000000000000,LIQUOR LAW VIOLATION
4,1.9873417721518987,CRIMINAL TRESPASS
4,2.3018867924528302,BURGLARY
4,1.2173913043478261,PUBLIC PEACE VIOLATION
4,6.3088235294117647,THEFT
4,2.8275862068965517,OTHER OFFENSE
4,2.3714285714285714,DECEPTIVE PRACTICE
4,1.00000000000000000000,INTERFERE WITH PUBLIC OFFICER
4,1.00000000000000000000,GAMBLING
4,5.5661764705882353,BATTERY
4,1.0937500000000000,OFFENSE INVOLVING CHILDREN
4,1.1428571428571429,KIDNAPPING
4,3.4560000000000000,CRIMINAL DAMAGE
4,2.3240740740740741,MOTOR VEHICLE THEFT
4,1.00000000000000000000,ARSON
5,1.1818181818181818,OFFENSE INVOLVING CHILDREN
5,2.5524475524475524,MOTOR VEHICLE THEFT
5,5.5491329479768786,BATTERY
5,1.1666666666666667,HOMICIDE
5,1.1666666666666667,SEX OFFENSE
5,1.00000000000000000000,ARSON
5,2.0173913043478261,ROBBERY
5,1.00000000000000000000,LIQUOR LAW VIOLATION
5,1.7419354838709677,CRIMINAL TRESPASS
5,1.1250000000000000,CRIM SEXUAL ASSAULT
5,2.7591240875912409,OTHER OFFENSE
5,1.8514851485148515,DECEPTIVE PRACTICE
5,1.00000000000000000000,INTERFERE WITH PUBLIC OFFICER
5,4.9508196721311475,NARCOTICS
5,2.4696969696969697,BURGLARY
5,1.00000000000000000000,GAMBLING
5,1.1666666666666667,INTERFERENCE WITH PUBLIC OFFICER
5,3.6645962732919255,CRIMINAL DAMAGE
5,1.0555555555555556,PUBLIC PEACE VIOLATION
5,1.2432432432432432,WEAPONS VIOLATION
5,2.1000000000000000,PROSTITUTION
5,1.00000000000000000000,STALKING
5,1.00000000000000000000,KIDNAPPING
5,6.1511627906976744,THEFT
5,1.9918032786885246,ASSAULT
5,1.00000000000000000000,INTIMIDATION
6,1.4285714285714286,LIQUOR LAW VIOLATION
6,1.00000000000000000000,GAMBLING
6,1.00000000000000000000,SEX OFFENSE
6,2.2653061224489796,DECEPTIVE PRACTICE
6,1.00000000000000000000,INTERFERENCE WITH PUBLIC OFFICER
6,2.0000000000000000,ASSAULT
6,1.00000000000000000000,KIDNAPPING
6,1.00000000000000000000,HOMICIDE
6,2.9025974025974026,OTHER OFFENSE
6,5.5597014925373134,NARCOTICS
6,1.00000000000000000000,INTIMIDATION
6,1.00000000000000000000,ARSON
6,2.3642384105960265,MOTOR VEHICLE THEFT
6,1.8846153846153846,CRIMINAL TRESPASS
6,1.0454545454545455,CRIM SEXUAL ASSAULT
6,1.0909090909090909,PUBLIC PEACE VIOLATION
6,1.00000000000000000000,OFFENSES INVOLVING CHILDREN
6,1.5000000000000000,PROSTITUTION
6,1.1632653061224490,WEAPONS VIOLATION
6,3.7966101694915254,CRIMINAL DAMAGE
6,1.00000000000000000000,STALKING
6,5.9337016574585635,BATTERY
6,2.2039473684210526,BURGLARY
6,1.1818181818181818,OFFENSE INVOLVING CHILDREN
6,1.9009009009009009,ROBBERY
6,5.9157303370786517,THEFT
6,1.00000000000000000000,INTERFERE WITH PUBLIC OFFICER
7,5.9631147540983607,BATTERY
7,6.8117154811715481,THEFT
7,1.9133333333333333,ROBBERY
7,1.9054054054054054,PROSTITUTION
7,1.00000000000000000000,INTIMIDATION
7,3.8686440677966102,CRIMINAL DAMAGE
7,4.8593750000000000,NARCOTICS
7,2.5357142857142857,MOTOR VEHICLE THEFT
7,2.2157894736842105,ASSAULT
7,2.8990384615384615,OTHER OFFENSE
7,1.0833333333333333,INTERFERENCE WITH PUBLIC OFFICER
7,1.2500000000000000,GAMBLING
7,1.1333333333333333,CRIM SEXUAL ASSAULT
7,1.00000000000000000000,OFFENSES INVOLVING CHILDREN
7,1.2142857142857143,LIQUOR LAW VIOLATION
7,1.00000000000000000000,STALKING
7,2.1388888888888889,DECEPTIVE PRACTICE
7,1.00000000000000000000,INTERFERE WITH PUBLIC OFFICER
7,1.00000000000000000000,OBSCENITY
7,1.00000000000000000000,ARSON
7,1.00000000000000000000,KIDNAPPING
7,1.0857142857142857,SEX OFFENSE
7,2.6487804878048780,BURGLARY
7,1.7172413793103448,CRIMINAL TRESPASS
7,1.3214285714285714,OFFENSE INVOLVING CHILDREN
7,1.1666666666666667,HOMICIDE
7,1.1818181818181818,PUBLIC PEACE VIOLATION
7,1.3030303030303030,WEAPONS VIOLATION
8,1.2857142857142857,GAMBLING
8,1.00000000000000000000,HOMICIDE
8,1.00000000000000000000,SEX OFFENSE
8,1.2222222222222222,KIDNAPPING
8,2.5347826086956522,MOTOR VEHICLE THEFT
8,1.9041916167664671,CRIMINAL TRESPASS
8,1.1250000000000000,LIQUOR LAW VIOLATION
8,1.1428571428571429,CRIM SEXUAL ASSAULT
8,1.00000000000000000000,INTERFERE WITH PUBLIC OFFICER
8,1.00000000000000000000,STALKING
8,4.0151515151515152,CRIMINAL DAMAGE
8,1.1250000000000000,INTERFERENCE WITH PUBLIC OFFICER
8,1.1551724137931034,PUBLIC PEACE VIOLATION
8,6.7444444444444444,THEFT
8,1.2000000000000000,OFFENSE INVOLVING CHILDREN
8,3.1825726141078838,OTHER OFFENSE
8,2.7000000000000000,BURGLARY
8,6.3510638297872340,BATTERY
8,2.3632075471698113,ASSAULT
8,1.2432432432432432,WEAPONS VIOLATION
8,1.00000000000000000000,INTIMIDATION
8,1.8457711442786070,ROBBERY
8,2.0400000000000000,PROSTITUTION
8,2.1987179487179487,DECEPTIVE PRACTICE
8,1.1333333333333333,ARSON
8,1.00000000000000000000,OTHER NARCOTIC VIOLATION
8,5.5614035087719298,NARCOTICS
9,1.7974683544303797,OFFENSE INVOLVING CHILDREN
9,2.4332129963898917,BURGLARY
9,6.7573964497041420,THEFT
9,2.3208955223880597,ASSAULT
9,2.3308823529411765,MOTOR VEHICLE THEFT
9,3.8972809667673716,CRIMINAL DAMAGE
9,1.4181818181818182,CRIM SEXUAL ASSAULT
9,1.1481481481481481,LIQUOR LAW VIOLATION
9,1.00000000000000000000,KIDNAPPING
9,1.00000000000000000000,ARSON
9,1.1600000000000000,PUBLIC PEACE VIOLATION
9,1.00000000000000000000,INTERFERE WITH PUBLIC OFFICER
9,1.00000000000000000000,STALKING
9,1.0833333333333333,INTERFERENCE WITH PUBLIC OFFICER
9,1.00000000000000000000,GAMBLING
9,2.2802197802197802,DECEPTIVE PRACTICE
9,1.9282296650717703,CRIMINAL TRESPASS
9,1.6190476190476190,WEAPONS VIOLATION
9,2.9965397923875433,OTHER OFFENSE
9,2.0756302521008403,ROBBERY
9,1.0833333333333333,HOMICIDE
9,1.1000000000000000,INTIMIDATION
9,5.2293233082706767,NARCOTICS
9,6.2034383954154728,BATTERY
9,1.4545454545454545,SEX OFFENSE
9,2.0909090909090909,PROSTITUTION
10,1.1720430107526882,WEAPONS VIOLATION
10,1.00000000000000000000,KIDNAPPING
10,1.1000000000000000,INTIMIDATION
10,1.00000000000000000000,INTERFERE WITH PUBLIC OFFICER
10,1.00000000000000000000,OFFENSES INVOLVING CHILDREN
10,2.1014492753623188,ROBBERY
10,2.3451327433628319,DECEPTIVE PRACTICE
10,4.0443213296398892,CRIMINAL DAMAGE
10,1.1126760563380282,OFFENSE INVOLVING CHILDREN
10,2.1734693877551020,PROSTITUTION
10,1.00000000000000000000,GAMBLING
10,1.0434782608695652,SEX OFFENSE
10,1.0869565217391304,HOMICIDE
10,1.2666666666666667,LIQUOR LAW VIOLATION
10,1.00000000000000000000,STALKING
10,2.3455149501661130,ASSAULT
10,2.5000000000000000,MOTOR VEHICLE THEFT
10,1.2222222222222222,PUBLIC PEACE VIOLATION
10,1.00000000000000000000,ARSON
10,1.0731707317073171,CRIM SEXUAL ASSAULT
10,6.0890052356020942,BATTERY
10,1.9336099585062241,CRIMINAL TRESPASS
10,2.6865203761755486,BURGLARY
10,1.0714285714285714,INTERFERENCE WITH PUBLIC OFFICER
10,5.5647840531561462,NARCOTICS
10,6.7580645161290323,THEFT
10,3.0246153846153846,OTHER OFFENSE
11,3.0061728395061728,OTHER OFFENSE
11,1.1428571428571429,STALKING
11,1.00000000000000000000,KIDNAPPING
11,1.1666666666666667,INTERFERE WITH PUBLIC OFFICER
11,1.00000000000000000000,GAMBLING
11,2.2882882882882883,DECEPTIVE PRACTICE
11,1.00000000000000000000,INTIMIDATION
11,1.1500000000000000,CRIM SEXUAL ASSAULT
11,1.0697674418604651,SEX OFFENSE
11,5.0161290322580645,NARCOTICS
11,1.00000000000000000000,INTERFERENCE WITH PUBLIC OFFICER
11,1.4615384615384615,OFFENSE INVOLVING CHILDREN
11,1.1095890410958904,PUBLIC PEACE VIOLATION
11,6.7220779220779221,BATTERY
11,6.8285714285714286,THEFT
11,1.8703703703703704,CRIMINAL TRESPASS
11,1.00000000000000000000,ARSON
11,2.5016077170418006,MOTOR VEHICLE THEFT
